"ID","new_var36_zl"
1,0.0689042167389604
3,0.0168737677105782
4,0.0689042167389604
8,0.0284768994446414
10,0.0324579314229388
13,0.0689042167389604
14,0.0168737677105782
18,0.0284768994446414
20,0.0689042167389604
23,0.0284768994446414
25,0.0324579314229388
26,0.0689042167389604
29,0.0689042167389604
31,0.0324579314229388
32,0.0324579314229388
34,0.0689042167389604
36,0.0689042167389604
39,0.0324579314229388
42,0.0324579314229388
43,0.0168737677105782
45,0.0689042167389604
49,0.0168737677105782
51,0.0284768994446414
54,0.0284768994446414
56,0.0689042167389604
60,0.0324579314229388
61,0.0689042167389604
66,0.0689042167389604
68,0.0689042167389604
74,0.0284768994446414
75,0.0689042167389604
77,0.0689042167389604
80,0.0689042167389604
82,0.0324579314229388
83,0.0689042167389604
84,0.0689042167389604
87,0.0689042167389604
88,0.0324579314229388
90,0.0168737677105782
91,0.0168737677105782
92,0.0689042167389604
93,0
95,0.0689042167389604
101,0.0689042167389604
102,0.0284768994446414
105,0.0689042167389604
106,0.0689042167389604
107,0.0168737677105782
109,0.0168737677105782
111,0.0689042167389604
113,0.0324579314229388
115,0
118,0.0689042167389604
122,0.0168737677105782
125,0.0689042167389604
127,0.0324579314229388
130,0.0689042167389604
131,0.0689042167389604
132,0.0284768994446414
134,0.0168737677105782
135,0.0324579314229388
136,0.0324579314229388
137,0.0689042167389604
139,0.0689042167389604
140,0.0168737677105782
141,0.0689042167389604
142,0.0168737677105782
143,0.0168737677105782
144,0.0689042167389604
145,0.0689042167389604
146,0.0689042167389604
148,0.0324579314229388
150,0.0168737677105782
151,0.0168737677105782
152,0.0689042167389604
153,0.0324579314229388
154,0.0689042167389604
155,0.0168737677105782
156,0.0168737677105782
157,0.0689042167389604
159,0.0324579314229388
161,0.0689042167389604
162,0.0689042167389604
163,0.0168737677105782
165,0.0168737677105782
166,0.0689042167389604
169,0.0689042167389604
170,0.0284768994446414
171,0.0689042167389604
172,0.0284768994446414
173,0.0324579314229388
175,0.0324579314229388
176,0.0324579314229388
177,0.0324579314229388
178,0.0689042167389604
179,0.0168737677105782
180,0.0168737677105782
182,0.0689042167389604
183,0.0689042167389604
184,0.0168737677105782
186,0.0689042167389604
188,0.0168737677105782
191,0.0324579314229388
192,0.0689042167389604
193,0.0168737677105782
195,0.0689042167389604
196,0.0284768994446414
199,0.0168737677105782
200,0.0168737677105782
202,0.0689042167389604
203,0.0689042167389604
204,0.0168737677105782
206,0.0324579314229388
207,0.0284768994446414
209,0.0324579314229388
210,0.0168737677105782
212,0.0689042167389604
213,0.0324579314229388
214,0.0689042167389604
215,0.0324579314229388
217,0.0324579314229388
218,0.0168737677105782
220,0.0324579314229388
221,0.0689042167389604
222,0.0689042167389604
225,0.0284768994446414
227,0.0168737677105782
228,0.0689042167389604
231,0.0284768994446414
232,0.0324579314229388
233,0.0689042167389604
234,0.0284768994446414
235,0.0689042167389604
236,0.0689042167389604
239,0.0168737677105782
241,0.0284768994446414
242,0.0168737677105782
244,0.0168737677105782
252,0.0689042167389604
253,0.0324579314229388
254,0.0324579314229388
258,0.0689042167389604
259,0.0168737677105782
262,0.0168737677105782
265,0.0689042167389604
266,0.0168737677105782
269,0.0689042167389604
270,0.0284768994446414
271,0.0324579314229388
273,0.0168737677105782
276,0.0168737677105782
279,0.0168737677105782
285,0.0689042167389604
287,0.0689042167389604
288,0.0689042167389604
289,0.0168737677105782
292,0.0689042167389604
294,0.0689042167389604
296,0.0284768994446414
299,0.0168737677105782
301,0.0168737677105782
302,0.0689042167389604
303,0.0689042167389604
306,0.0689042167389604
307,0.0689042167389604
311,0.0284768994446414
314,0.0284768994446414
316,0.0324579314229388
319,0.0689042167389604
320,0.0168737677105782
322,0.0168737677105782
324,0.0284768994446414
332,0.0168737677105782
333,0.0168737677105782
340,0.0168737677105782
342,0.0168737677105782
344,0.0689042167389604
345,0.0689042167389604
347,0.0689042167389604
349,0.0689042167389604
353,0.0689042167389604
354,0.0689042167389604
355,0.0689042167389604
356,0.0324579314229388
359,0
362,0.0168737677105782
363,0.0324579314229388
369,0.0168737677105782
371,0.0689042167389604
373,0.0689042167389604
374,0.0689042167389604
375,0.0284768994446414
378,0.0168737677105782
382,0.0689042167389604
383,0.0689042167389604
384,0.0689042167389604
387,0.0689042167389604
388,0.0689042167389604
390,0.0168737677105782
