"ID","new_var15_zl"
1,0.00749250749250749
3,0.0689160086145011
4,0.00749250749250749
8,0.071920428462127
10,0.0831295843520782
13,0.00749250749250749
14,0.0347197106690778
18,0.0253998118532455
20,0.0909090909090909
23,0.015655105973025
25,0.0782374100719424
26,0.0253998118532455
29,0.0940594059405941
31,0.0867810292633703
32,0.0616808018504241
34,0.0711952971913782
36,0.0742268041237113
39,0.0669427191166322
42,0.0714285714285714
43,0.0589668615984405
45,0.00749250749250749
49,0.0347197106690778
51,0.0622406639004149
54,0.0792291220556745
56,0.0782374100719424
60,0.0999160369437447
61,0.00749250749250749
66,0.015655105973025
68,0.011195846178809
74,0.00749250749250749
75,0
77,0.0595238095238095
80,0.0253998118532455
82,0.015655105973025
83,0.0782374100719424
84,0.00749250749250749
87,0.0831295843520782
88,0.0831295843520782
90,0.00749250749250749
91,0.011195846178809
92,0.0794165316045381
93,0
95,0.015655105973025
101,0.011195846178809
102,0.0526315789473684
105,0.00749250749250749
106,0.00749250749250749
107,0.0782374100719424
109,0.011195846178809
111,0.0989399293286219
113,0.0782374100719424
115,0
118,0.0703125
122,0.0380952380952381
125,0.0253998118532455
127,0.00749250749250749
130,0.0999160369437447
131,0.0253998118532455
132,0.0520772381509655
134,0.00749250749250749
135,0.0758513931888545
136,0.08
137,0.00749250749250749
139,0.0253998118532455
140,0.015655105973025
141,0.0841346153846154
142,0.0253998118532455
143,0.00749250749250749
144,0.00749250749250749
145,0.011195846178809
146,0.00749250749250749
148,0.0589668615984405
150,0.0622406639004149
151,0.011195846178809
152,0.015655105973025
153,0.0940594059405941
154,0.0517241379310345
155,0.015655105973025
156,0.00749250749250749
157,0.011195846178809
159,0.0909090909090909
161,0.00749250749250749
162,0.0347197106690778
163,0.0669427191166322
165,0.00749250749250749
166,0.00749250749250749
169,0.0253998118532455
170,0.00749250749250749
171,0.0742268041237113
172,0.04
173,0
175,0.015655105973025
176,0.015655105973025
177,0.0517241379310345
178,0.00749250749250749
179,0.015655105973025
180,0.00749250749250749
182,0.0841346153846154
183,0.015655105973025
184,0.00749250749250749
186,0.00749250749250749
188,0.0616808018504241
191,0.00749250749250749
192,0.00749250749250749
193,0.032258064516129
195,0.0589668615984405
196,0.0543345543345543
199,0.0782374100719424
200,0.015655105973025
202,0.0758513931888545
203,0.0909090909090909
204,0.0711952971913782
206,0.0999160369437447
207,0.0380952380952381
209,0.071920428462127
210,0.00749250749250749
212,0.00749250749250749
213,0.0714285714285714
214,0.00749250749250749
215,0.0792291220556745
217,0.0622406639004149
218,0.0711952971913782
220,0.0782374100719424
221,0.00749250749250749
222,0.0589668615984405
225,0.00749250749250749
227,0.00749250749250749
228,0.0520772381509655
231,0.08
232,0.0589668615984405
233,0.011195846178809
234,0.0677966101694915
235,0.00749250749250749
236,0.0758513931888545
239,0.0867810292633703
241,0.0909090909090909
242,0.00749250749250749
244,0.0347197106690778
252,0.00749250749250749
253,0.0778605280974949
254,0.0606060606060606
258,0.0669427191166322
259,0.0669427191166322
262,0.00749250749250749
265,0.0589668615984405
266,0.0689160086145011
269,0.00749250749250749
270,0.0714285714285714
271,0.0961538461538462
273,0.071920428462127
276,0.0940594059405941
279,0.0543345543345543
285,0.0520772381509655
287,0.0253998118532455
288,0.015655105973025
289,0.00749250749250749
292,0.0758513931888545
294,0.0714285714285714
296,0.0989399293286219
299,0.011195846178809
301,0.0253998118532455
302,0.0520772381509655
303,0.0520772381509655
306,0.0526315789473684
307,0.0347197106690778
311,0.0841346153846154
314,0.0689655172413793
316,0.011195846178809
319,0.0543345543345543
320,0.00749250749250749
322,0.00749250749250749
324,0.0778605280974949
332,0.0758513931888545
333,0.011195846178809
340,0.011195846178809
342,0.00749250749250749
344,0.00749250749250749
345,0.00749250749250749
347,0.00749250749250749
349,0.00749250749250749
353,0.0606060606060606
354,0.015655105973025
355,0.0711952971913782
356,0.0669427191166322
359,0
362,0.011195846178809
363,0.0827067669172932
369,0.00749250749250749
371,0.0778605280974949
373,0.0711952971913782
374,0.0520772381509655
375,0.0253998118532455
378,0.0347197106690778
382,0.00749250749250749
383,0.00749250749250749
384,0.0778605280974949
387,0.00749250749250749
388,0.00749250749250749
390,0.00749250749250749
394,0.0230769230769231
402,0.00749250749250749
404,0.00749250749250749
407,0.0669427191166322
408,0.0543345543345543
410,0.015655105973025
412,0.0909090909090909
414,0.00749250749250749
415,0.0434782608695652
416,0.011195846178809
417,0.0909090909090909
420,0.0831295843520782
421,0.00749250749250749
423,0.0748502994011976
426,0.0669427191166322
428,0.00749250749250749
429,0.0711952971913782
432,0.00749250749250749
433,0.0903846153846154
436,0.00749250749250749
440,0.0616808018504241
441,0.00749250749250749
443,0.00749250749250749
444,0.0742268041237113
445,0.00749250749250749
447,0.00749250749250749
448,0.011195846178809
449,0.00749250749250749
453,0.015655105973025
456,0.0742268041237113
457,0.071920428462127
458,0.0520772381509655
459,0.00749250749250749
460,0.00749250749250749
461,0.0758513931888545
462,0.00749250749250749
466,0.0714285714285714
469,0.011195846178809
471,0.00749250749250749
474,0.0989399293286219
477,0.0589668615984405
478,0.0689160086145011
480,0.0703125
482,0.0253998118532455
485,0.015655105973025
488,0.00749250749250749
489,0.00749250749250749
490,0.011195846178809
492,0.0616808018504241
493,0.0689160086145011
496,0.00749250749250749
500,0.0347197106690778
501,0.011195846178809
502,0.0669427191166322
513,0
514,0.0758513931888545
515,0.011195846178809
517,0.00749250749250749
523,0.00749250749250749
527,0.0520772381509655
530,0.0589668615984405
533,0.0589668615984405
535,0.071920428462127
537,0.0867810292633703
538,0.0689655172413793
543,0
544,0.0347197106690778
547,0
548,0.0778605280974949
549,0.0711952971913782
550,0.0714285714285714
551,0.0758513931888545
553,0.0347197106690778
554,0.011195846178809
555,0.0867810292633703
558,0.00749250749250749
560,0.00749250749250749
561,0.015655105973025
564,0.0989399293286219
566,0.0940594059405941
567,0.0353982300884956
568,0.00749250749250749
571,0.0347197106690778
572,0.0253998118532455
573,0.00749250749250749
576,0.015655105973025
577,0.0778605280974949
578,0.0778605280974949
579,0.0253998118532455
580,0.011195846178809
581,0.00749250749250749
582,0
583,0.024390243902439
584,0.0520772381509655
586,0.0831295843520782
587,0.015655105973025
588,0.0677966101694915
591,0.0748502994011976
596,0.0742268041237113
598,0.0999160369437447
599,0.0999160369437447
600,0.0742268041237113
602,0.0711952971913782
606,0.0589668615984405
609,0.0689160086145011
611,0.0689655172413793
614,0.0689655172413793
618,0.00749250749250749
622,0.00749250749250749
623,0.011195846178809
626,0.0589668615984405
627,0.00749250749250749
631,0.0669427191166322
633,0.0347197106690778
635,0.0589668615984405
636,0.0711952971913782
639,0.0543345543345543
640,0.00749250749250749
641,0.015655105973025
645,0.015655105973025
647,0.0711952971913782
648,0.00749250749250749
649,0.0347197106690778
650,0.011195846178809
651,0.071920428462127
652,0.011195846178809
653,0.0758513931888545
654,0.015655105973025
656,0.0616808018504241
657,0.0595238095238095
658,0.011195846178809
659,0.00749250749250749
661,0.0543345543345543
662,0.0622406639004149
663,0.071920428462127
667,0.00749250749250749
668,0.0589668615984405
669,0.0669427191166322
673,0.0711952971913782
674,0.0961538461538462
679,0.0794165316045381
681,0.015655105973025
682,0.032258064516129
686,0.0589668615984405
687,0.011195846178809
688,0.00749250749250749
689,0.071920428462127
690,0.0622406639004149
692,0.0669427191166322
694,0.0811188811188811
695,0.00749250749250749
697,0.0517241379310345
701,0.0711952971913782
702,0.0831295843520782
706,0.0909090909090909
708,0
710,0.015655105973025
712,0.0689160086145011
714,0.0253998118532455
715,0.011195846178809
717,0.011195846178809
718,0.00749250749250749
720,0.0758513931888545
725,0.0758513931888545
726,0.0689160086145011
730,0.00749250749250749
731,0.0940594059405941
732,0.00749250749250749
734,0.0347197106690778
735,0.00749250749250749
737,0.015655105973025
738,0.00749250749250749
740,0.0778605280974949
741,0.015655105973025
746,0.0689160086145011
748,0.0811188811188811
753,0.00749250749250749
754,0.0867810292633703
757,0.0909090909090909
758,0.00749250749250749
759,0.0689160086145011
760,0.0794165316045381
761,0.0543345543345543
767,0.08
768,0.0831295843520782
771,0.0711952971913782
772,0.071920428462127
775,0.0794780545670225
782,0.0543345543345543
783,0.0520772381509655
784,0.0711952971913782
785,0.011195846178809
787,0.00749250749250749
789,0.00749250749250749
790,0.00749250749250749
791,0.0253998118532455
792,0.0347197106690778
793,0.00749250749250749
795,0.0689655172413793
797,0.00749250749250749
798,0.0689160086145011
799,0.0940594059405941
800,0.00749250749250749
806,0.011195846178809
807,0.011195846178809
808,0.00749250749250749
811,0.00749250749250749
812,0.0909090909090909
813,0.00749250749250749
814,0.0622406639004149
815,0.08
816,0.00749250749250749
818,0.0841346153846154
820,0.08
822,0.04
823,0.0758513931888545
827,0.0622406639004149
828,0.0782374100719424
829,0.00749250749250749
834,0.0714285714285714
835,0.0543345543345543
836,0.0622406639004149
838,0.00749250749250749
846,0.0543345543345543
847,0.0742268041237113
849,0.0940594059405941
850,0.00749250749250749
851,0.0589668615984405
852,0.011195846178809
857,0.00749250749250749
858,0.00749250749250749
859,0.015655105973025
860,0.0758513931888545
862,0.101088646967341
863,0.04
864,0.0589668615984405
868,0.00749250749250749
869,0.0543345543345543
877,0.011195846178809
878,0.0711952971913782
881,0.015655105973025
882,0.00749250749250749
885,0.0903846153846154
887,0.015655105973025
888,0.0561224489795918
889,0.0811188811188811
891,0.00749250749250749
898,0.00749250749250749
903,0.0893854748603352
904,0.0669427191166322
906,0.0778605280974949
907,0.0589668615984405
908,0.015655105973025
909,0.0867810292633703
910,0.00749250749250749
911,0.0622406639004149
913,0.011195846178809
916,0.015655105973025
920,0.0606060606060606
